epoch,train_loss,valid_loss,accuracy,time,model_name,transform_name,learning_rate,saved_at
0,1.891819715499878,1.557226300239563,0.3092447817325592,02:13,vit_base_patch16_224,none_contrast,0.001,2024-10-15 10:08:42
1,1.73119854927063,1.5234150886535645,0.3333333432674408,02:07,vit_base_patch16_224,none_contrast,0.001,2024-10-15 10:08:42
2,1.5745599269866943,1.4142107963562012,0.3912760317325592,02:17,vit_base_patch16_224,none_contrast,0.001,2024-10-15 10:08:42
3,1.300403356552124,1.3127833604812622,0.4544270932674408,02:07,vit_base_patch16_224,none_contrast,0.001,2024-10-15 10:08:42
4,1.097256064414978,1.269296169281006,0.4869791567325592,02:08,vit_base_patch16_224,none_contrast,0.001,2024-10-15 10:08:42
5,0.8096276521682739,1.3983153104782104,0.4772135317325592,02:25,vit_base_patch16_224,none_contrast,0.001,2024-10-15 10:08:42
6,0.5065532922744751,1.6734771728515625,0.4694010317325592,02:07,vit_base_patch16_224,none_contrast,0.001,2024-10-15 10:08:42
7,0.2958486974239349,1.8520833253860476,0.478515625,02:17,vit_base_patch16_224,none_contrast,0.001,2024-10-15 10:08:42
8,0.1911800354719162,1.9469107389450075,0.4635416567325592,02:08,vit_base_patch16_224,none_contrast,0.001,2024-10-15 10:08:42
9,0.1617881506681442,1.9963263273239136,0.478515625,02:44,vit_base_patch16_224,none_contrast,0.001,2024-10-15 10:08:42
