epoch,train_loss,valid_loss,accuracy,time,model_name,transform_name,learning_rate,saved_at
0,1.2532269954681396,1.2192693948745728,0.4876302182674408,02:11,vit_base_patch16_224,none_basic,0.001,2024-10-10 17:49:26
1,1.333030104637146,1.2811875343322754,0.4869791567325592,02:11,vit_base_patch16_224,none_basic,0.001,2024-10-10 17:49:26
2,1.3268866539001465,1.3016985654830933,0.45703125,02:11,vit_base_patch16_224,none_basic,0.001,2024-10-10 17:49:26
3,1.16193687915802,1.1881786584854126,0.509765625,02:11,vit_base_patch16_224,none_basic,0.001,2024-10-10 17:49:26
4,1.1414384841918943,1.1060125827789309,0.5436198115348816,02:11,vit_base_patch16_224,none_basic,0.001,2024-10-10 17:49:26
5,1.0432080030441284,1.0095977783203125,0.58984375,02:11,vit_base_patch16_224,none_basic,0.001,2024-10-10 17:49:26
6,0.8701751232147217,1.0140787363052368,0.5859375,02:11,vit_base_patch16_224,none_basic,0.001,2024-10-10 17:49:26
7,0.8836472630500793,1.0317927598953247,0.615234375,02:11,vit_base_patch16_224,none_basic,0.001,2024-10-10 17:49:26
8,0.7657613754272461,1.034026026725769,0.6126301884651184,02:11,vit_base_patch16_224,none_basic,0.001,2024-10-10 17:49:26
9,0.7404788732528687,1.0231987237930298,0.6295573115348816,02:11,vit_base_patch16_224,none_basic,0.001,2024-10-10 17:49:26
