epoch,train_loss,valid_loss,accuracy,time,model_name,transform_name,learning_rate,saved_at
0,1.9689446687698364,1691.29638671875,0.251953125,01:37,mobilenetv4_hybrid_medium,none_zoom,0.001,2024-10-15 20:22:28
1,1.82817816734314,370.1138916015625,0.2662760317325592,01:38,mobilenetv4_hybrid_medium,none_zoom,0.001,2024-10-15 20:22:28
2,1.6721010208129885,96.76105499267578,0.3209635317325592,01:37,mobilenetv4_hybrid_medium,none_zoom,0.001,2024-10-15 20:22:28
3,1.5174357891082764,318.0087585449219,0.322265625,01:38,mobilenetv4_hybrid_medium,none_zoom,0.001,2024-10-15 20:22:28
4,1.5091466903686523,860.496337890625,0.33203125,01:36,mobilenetv4_hybrid_medium,none_zoom,0.001,2024-10-15 20:22:28
