epoch,train_loss,valid_loss,accuracy,time,model_name,transform_name,learning_rate,saved_at
0,1.8190418481826784,1.7411270141601562,0.2701822817325592,02:08,mobilenetv4_hybrid_medium,random_resized_crop_basic,0.005248074419796467,2024-10-13 22:34:24
1,1.7782001495361328,188.00120544433597,0.2747395932674408,02:12,mobilenetv4_hybrid_medium,random_resized_crop_basic,0.005248074419796467,2024-10-13 22:34:24
2,1.664885640144348,1.6010931730270386,0.3131510317325592,02:16,mobilenetv4_hybrid_medium,random_resized_crop_basic,0.005248074419796467,2024-10-13 22:34:24
3,1.572780728340149,1.534753441810608,0.3372395932674408,02:22,mobilenetv4_hybrid_medium,random_resized_crop_basic,0.005248074419796467,2024-10-13 22:34:24
4,1.5425093173980713,1.5556817054748535,0.3515625,02:20,mobilenetv4_hybrid_medium,random_resized_crop_basic,0.005248074419796467,2024-10-13 22:34:24
