epoch,train_loss,valid_loss,accuracy,time,model_name,transform_name,learning_rate,saved_at
0,1.2859479188919067,1.2060197591781616,0.501953125,02:17,vit_base_patch16_224,rr_crop_flip_zoom,0.001,2024-10-15 02:20:53
1,1.3370096683502195,1.223938226699829,0.509765625,02:29,vit_base_patch16_224,rr_crop_flip_zoom,0.001,2024-10-15 02:20:53
2,1.3048095703125,1.1128286123275757,0.5533854365348816,02:11,vit_base_patch16_224,rr_crop_flip_zoom,0.001,2024-10-15 02:20:53
3,1.2171742916107178,1.0955451726913452,0.5592448115348816,02:24,vit_base_patch16_224,rr_crop_flip_zoom,0.001,2024-10-15 02:20:53
4,1.1625709533691406,1.0719064474105835,0.5494791865348816,02:18,vit_base_patch16_224,rr_crop_flip_zoom,0.001,2024-10-15 02:20:53
5,1.005527138710022,0.9707696437835692,0.623046875,02:12,vit_base_patch16_224,rr_crop_flip_zoom,0.001,2024-10-15 02:20:53
6,0.9250755906105042,0.9423701167106628,0.6354166865348816,02:12,vit_base_patch16_224,rr_crop_flip_zoom,0.001,2024-10-15 02:20:53
7,0.7998346090316772,0.9618927836418152,0.6419270634651184,02:14,vit_base_patch16_224,rr_crop_flip_zoom,0.001,2024-10-15 02:20:53
8,0.6822132468223572,0.9349545836448668,0.6627604365348816,02:15,vit_base_patch16_224,rr_crop_flip_zoom,0.001,2024-10-15 02:20:53
9,0.6558066606521606,0.9331976771354676,0.6627604365348816,02:16,vit_base_patch16_224,rr_crop_flip_zoom,0.001,2024-10-15 02:20:53
