epoch,train_loss,valid_loss,accuracy,time,model_name,transform_name,learning_rate,saved_at
0,2.036451816558838,7.118524551391602,0.2467447966337204,02:07,inception_v4,none_basic,0.001,2024-10-15 05:09:41
1,1.8115311861038208,2.7325026988983154,0.2565104067325592,02:08,inception_v4,none_basic,0.001,2024-10-15 05:09:41
2,1.7435851097106934,2.0051655769348145,0.25,02:19,inception_v4,none_basic,0.001,2024-10-15 05:09:41
3,1.6746903657913208,1.6472870111465454,0.265625,02:10,inception_v4,none_basic,0.001,2024-10-15 05:09:41
4,1.6379822492599487,1.844840407371521,0.2721354067325592,02:23,inception_v4,none_basic,0.001,2024-10-15 05:09:41
5,1.604253172874451,1.6724486351013184,0.28125,02:11,inception_v4,none_basic,0.001,2024-10-15 05:09:41
6,1.5517187118530271,1.9755457639694212,0.2975260317325592,02:09,inception_v4,none_basic,0.001,2024-10-15 05:09:41
7,1.4944324493408203,1.783661961555481,0.2994791567325592,02:16,inception_v4,none_basic,0.001,2024-10-15 05:09:41
8,1.4966689348220823,1.607041358947754,0.3125,02:07,inception_v4,none_basic,0.001,2024-10-15 05:09:41
9,1.4861630201339722,1.7909969091415403,0.310546875,02:09,inception_v4,none_basic,0.001,2024-10-15 05:09:41
