epoch,train_loss,valid_loss,accuracy,time,model_name,transform_name,learning_rate,saved_at
0,1.9177112579345703,1.5422335863113403,0.35546875,02:18,vit_base_patch16_224,none_basic,0.0010000000474974513,2024-10-15 15:48:40
1,1.602932691574097,1.4287837743759155,0.4114583432674408,02:39,vit_base_patch16_224,none_basic,0.0010000000474974513,2024-10-15 15:48:40
2,1.4563528299331665,1.2807575464248655,0.4720052182674408,02:20,vit_base_patch16_224,none_basic,0.0010000000474974513,2024-10-15 15:48:40
3,1.3453195095062256,1.2222471237182615,0.4934895932674408,02:36,vit_base_patch16_224,none_basic,0.0010000000474974513,2024-10-15 15:48:40
4,1.26752769947052,1.2094908952713013,0.4993489682674408,02:24,vit_base_patch16_224,none_basic,0.0010000000474974513,2024-10-15 15:48:40
